ORGANIZATION,CITY,STATE,COUNTRY,AWARDS,FUNDING,YEAR
WILSON WOLF MANUFACTURING CORPORATION,NEW BRIGHTON,MN,UNITED STATES,2,"$1,584,873",2010
WINIFRED MASTERSON BURKE MED RES INST,WHITE PLAINS,NY,UNITED STATES,6,"$3,722,332",2010
WINPROBE CORPORATION,NORTH PALM BEACH,FL,UNITED STATES,1,"$139,970",2010
WINSTON-SALEM STATE UNIVERSITY,WINSTON-SALEM,NC,UNITED STATES,5,"$1,565,096",2010
WINTHROP UNIVERSITY,ROCK HILL,SC,UNITED STATES,1,"$417,319",2010
WINTHROP-UNIVERSITY HOSPITAL,MINEOLA,NY,UNITED STATES,3,"$1,030,916",2010
WISTAR INSTITUTE,PHILADELPHIA,PA,UNITED STATES,1,"$679,595",2010
WISTAR INSTITUTE,PHILADELPHIA,PA,UNITED STATES,38,"$23,002,472",2010
"WITS HEALTH CONSORTIUM (PTY), LTD",JOHANNESBURG,NA,SOUTH AFRICA,4,"$19,121,915",2010
WOMEN AND INFANTS HOSPITAL-RHODE ISLAND,PROVIDENCE,RI,UNITED STATES,19,"$9,066,092",2010
"WOMEN INSIGHT, INC.",MILTON,MA,UNITED STATES,1,"$152,012",2010
WOODS HOLE OCEANOGRAPHIC INSTITUTION,WOODS HOLE,MA,UNITED STATES,6,"$1,501,532",2010
"WOOMERA THERAPEUTICS, INC.",LEBANON,NH,UNITED STATES,1,"$351,280",2010
WORCESTER POLYTECHNIC INSTITUTE,WORCESTER,MA,UNITED STATES,6,"$1,581,265",2010
WORCESTER STATE COLLEGE,WORCESTER,MA,UNITED STATES,1,"$206,302",2010
WORLD HEALTH ORGANIZATION,GENEVA,NA,SWITZERLAND,1,"$421,359",2010
WORLD HEALTH ORGANIZATION,GENEVA,NA,SWITZERLAND,2,"$2,148,699",2010
"WORLD PARKINSON COALITION, INC.",NEW YORK,NY,UNITED STATES,1,"$135,000",2010
WRIGHT STATE UNIVERSITY,DAYTON,OH,UNITED STATES,23,"$9,253,609",2010
WRIGHTWOOD TECHNOLOGIES INC.,CHICAGO,IL,UNITED STATES,1,"$364,290",2010
XAVIER UNIVERSITY OF LOUISIANA,NEW ORLEANS,LA,UNITED STATES,12,"$5,851,166",2010
"XCISION MEDICAL SYSTEMS, LLC",CLARKSVILLE,MD,UNITED STATES,1,"$1,000,000",2010
"XEMED, LLC",DURHAM,NH,UNITED STATES,1,"$374,983",2010
XENOGEN BIOSCIENCES,CRANBURY,NJ,UNITED STATES,1,"$44,716",2010
"XENOTECH, LLC",LENEXA,KS,UNITED STATES,1,"$193,420",2010
"XIGEN, LLC",ROCKVILLE,MD,UNITED STATES,2,"$495,166",2010
X-IN8 BIOLOGICALS CORPORATION,CHAPEL HILL,NC,UNITED STATES,1,"$321,746",2010
XOMA CORPORATION,BERKELEY,CA,UNITED STATES,1,"$11,731,128",2010
"XORAN TECHNOLOGIES, INC.",ANN ARBOR,MI,UNITED STATES,1,"$176,240",2010
"X-RAY OPTICAL SYSTEMS, INC.",EAST GREENBUSH,NY,UNITED STATES,1,"$494,457",2010
YALE UNIVERSITY,NEW HAVEN,CT,UNITED STATES,3,"$6,645,123",2010
YALE UNIVERSITY,NEW HAVEN,CT,UNITED STATES,872,"$378,805,446",2010
"YANTRIC, INC.",WEST NEWTON,MA,UNITED STATES,1,"$415,699",2010
YECURIS CORPORATION,PORTLAND,OR,UNITED STATES,1,"$325,496",2010
YESHIVA UNIVERSITY,NEW YORK,NY,UNITED STATES,1,"$249,000",2010
YESHIVA UNIVERSITY,NEW YORK,NY,UNITED STATES,1,"$79,535",2010
YORK COLLEGE,NEW YORK,NY,UNITED STATES,8,"$1,058,286",2010
YORK UNIVERSITY,TORONTO,ON,CANADA,2,"$262,939",2010
YOUNGSTOWN STATE UNIVERSITY,YOUNGSTOWN,OH,UNITED STATES,1,"$202,275",2010
YRG CENTRE FOR AIDS RESEARCH & EDUCATION,CHENNAI,NA,INDIA,1,"$35,882",2010
"ZACHARON PHARMACEUTICALS, INC.",San Diego,CA,UNITED STATES,1,"$445,974",2010
"ZDYE, LLC",Bozeman,MT,UNITED STATES,1,"$400,000",2010
"ZEN-BIO, INC.",RTP,NC,UNITED STATES,4,"$2,047,541",2010
"ZENOBIA THERAPEUTICS, INC",LA JOLLA,CA,UNITED STATES,1,"$456,299",2010
"ZETRA BIOLOGICALS, LLC",TUCKER,GA,UNITED STATES,2,"$599,998",2010
ZHEJIANG UNIVERSITY,HANGZHOU,NA,CHINA,1,"$54,000",2010
"ZUCHEM, INC.",CHICAGO,IL,UNITED STATES,2,"$702,214",2010
"ZUMATEK, INC.",CHAPEL HILL,NC,UNITED STATES,1,"$289,108",2010
"13THERAPEUTICS, INC.",PORTLAND,OR,UNITED STATES,1,"$999,605",2011
"20/20 GENESYSTEMS, INC.",ROCKVILLE,MD,UNITED STATES,1,"$1,000,000",2011
"21ST CENTURY THERAPEUTICS, INC.",NA,MI,UNITED STATES,1,"$186,857",2011
"21ST CENTURY THERAPEUTICS, INC.",SHELBY TOWNSHIP,MI,UNITED STATES,1,"$591,522",2011
"2B TECHNOLOGIES, INC.",Boulder,CO,UNITED STATES,1,"$371,307",2011
3-C INSTITUTE FOR SOCIAL DEVELOPMENT,CARY,NC,UNITED STATES,3,"$1,219,458",2011
4 D TECHNOLOGY CORPORATION,TUCSON,AZ,UNITED STATES,1,"$500,934",2011
"A AND G PHARMACEUTICAL, INC.",COLUMBIA,MD,UNITED STATES,2,"$691,398",2011
A.T. STILL UNIVERSITY OF HEALTH SCIENCES,KIRKSVILLE,MO,UNITED STATES,1,"$210,490",2011
AARON DIAMOND AIDS RESEARCH CENTER,NEW YORK,NY,UNITED STATES,11,"$5,639,409",2011
"ABIOMED, INC.",DANVERS,MA,UNITED STATES,1,"$663,647",2011
"ABLATION NUMERICS, INC.",LA JOLLA,CA,UNITED STATES,1,"$361,816",2011
"ABLELINK TECHNOLOGIES, INC.",COLORADO SPRINGS,CO,UNITED STATES,1,"$447,666",2011
"ABQMR, INC.",ALBUQUERQUE,NM,UNITED STATES,1,"$317,293",2011
ABRATECH CORPORATION,Mill Valley,CA,UNITED STATES,1,"$149,798",2011
"ABZYME THERAPEUTICS, LLC",MALVERN,PA,UNITED STATES,1,"$282,519",2011
ACADEMY FOR EDUCATIONAL DEVELOPMENT,NA,DC,UNITED STATES,1,"$2,140,464",2011
"ACADIA PHARMACEUTICALS, INC.",SAN DIEGO,CA,UNITED STATES,1,"$300,000",2011
"ACADUCEUS PHARMACEUTICS, INC.",CUPERTINO,CA,UNITED STATES,1,"$236,000",2011
"ACCESSIBLE DESIGNS, INC.",SAN ANTONIO,TX,UNITED STATES,1,"$393,624",2011
"ACCLARO RESEARCH SOLUTIONS, INC.",NA,MD,UNITED STATES,1,"$106,880",2011
"ACCORD BIOMATERIALS, INC.",ANN ARBOR,MI,UNITED STATES,1,"$873,517",2011
"ACCOUNTABILITY SOLUTIONS, INC.",SANTA FE,NM,UNITED STATES,1,"$120,605",2011
"ACETAMINOPHEN TOXICITY DIAGNOSTICS, LLC",LITTLE ROCK,AR,UNITED STATES,1,"$389,762",2011
"ACHAOGEN, INC.",NA,CA,UNITED STATES,1,"$5,160,457",2011
"ACME EXPRESS, INC.",CLEVELAND,OH,UNITED STATES,1,"$573,161",2011
"ACOUSTIC MEDSYSTEMS, INC.",CHAMPAIGN,IL,UNITED STATES,2,"$2,114,212",2011
"ACPHARIS, INC.",HOLLISTON,MA,UNITED STATES,1,"$98,055",2011
"ACTIVE MOTIF, INC.",CARLSBAD,CA,UNITED STATES,1,"$25,140",2011
"ACTUATED MEDICAL, INC.",BELLEFONTE,PA,UNITED STATES,2,"$779,314",2011
"ACUMEN, LLC",BURLINGAME,CA,UNITED STATES,2,"$430,384",2011
"ACUMEN, LLC",NA,CA,UNITED STATES,1,"$29,991",2011
"ADA TECHNOLOGIES, INC.",LITTLETON,CO,UNITED STATES,1,"$359,198",2011
ADAPTIVE TCR CORPORATION,SEATTLE,WA,UNITED STATES,2,"$448,914",2011
"ADDIS, INC.",NA,MD,UNITED STATES,1,"$498,772",2011
ADELPHI UNIVERSITY,GARDEN CITY,NY,UNITED STATES,1,"$283,108",2011
ADERA,PESSAC,NA,FRANCE,1,"$1,653,274",2011
ADURO BIOTECH,BERKELEY,CA,UNITED STATES,2,"$259,122",2011
ADVAITA CORPORATION,TROY,MI,UNITED STATES,1,"$749,578",2011
"ADVANCED BIODEVICES, LLC",PRINCETON,NJ,UNITED STATES,1,"$441,949",2011
"ADVANCED BIOMEDICAL MACHINES, INC.",STONY BROOK,NY,UNITED STATES,1,"$778,161",2011
"ADVANCED BIOSCIENCE LABORATORIES, INC.",NA,MD,UNITED STATES,5,"$10,152,810",2011
"ADVANCED BRAIN MONITORING, INC.",CARLSBAD,CA,UNITED STATES,1,"$150,992",2011
"ADVANCED BRAIN MONITORING, INC.",NA,CA,UNITED STATES,1,"$150,000",2011
"ADVANCED CELL DIAGNOSTICS, INC.",HAYWARD,CA,UNITED STATES,1,"$1,006,336",2011
"ADVANCED CIRCULATORY SYSTEMS, INC.",Roseville,MN,UNITED STATES,2,"$528,326",2011
"ADVANCED DIAMOND TECHNOLOGIES, INC.",romeoville,IL,UNITED STATES,2,"$297,903",2011
"ADVANCED GENOMIC TECHNOLOGY, LLC",LOUISVILLE,KY,UNITED STATES,1,"$822,684",2011
"ADVANCED HEARING CONCEPTS, INC.",BODEGA BAY,CA,UNITED STATES,1,"$94,874",2011
ADVANCED LIQUID LOGIC,RESEARCH TRIANGLE PARK,NC,UNITED STATES,5,"$2,643,909",2011
"ADVANCED MATERIALS TECHNOLOGY, INC.",WILMINGTON,DE,UNITED STATES,2,"$403,156",2011
ADVANCED MEDICAL ELECTRONICS CORPORATION,MAPLE GROVE,MN,UNITED STATES,7,"$2,850,659",2011
"ADVANCED MICROLABS, LLC",FORT COLLINS,CO,UNITED STATES,1,"$401,406",2011
"ADVANCED MRI TECHNOLOGY, LLC",SEBASTOPOL,CA,UNITED STATES,1,"$287,441",2011
"ADVANCED PLASMA PRODUCTS, INC.",KNOXVILLE,TN,UNITED STATES,1,"$418,938",2011
"ADVANCED RNA TECHNOLOGIES, LLC",BOULDER,CO,UNITED STATES,1,"$225,000",2011
ADVANCES IN MINERAL METABOLISM,ROCHESTER,MN,UNITED STATES,1,"$15,000",2011
"ADVANTAGENE, INC",Auburndale,MA,UNITED STATES,1,"$1,902,504",2011
ADVENTIUM ENTERPRISES,MINNEAPOLIS,MN,UNITED STATES,1,"$250,000",2011
"AEON IMAGING, LLC",BLOOMINGTON,IN,UNITED STATES,2,"$1,512,372",2011
AERAS GLOBAL TB VACCINE FOUNDATION,ROCKVILLE,MD,UNITED STATES,1,"$131,388",2011
"AEROMICS, LLC",CLEVELAND,OH,UNITED STATES,2,"$1,242,019",2011
"AESTUS THERAPEUTICS, INC.",North Brunswick,NJ,UNITED STATES,1,"$1,308,367",2011
"AFASCI, INC.",Redwood City,CA,UNITED STATES,3,"$816,486",2011
"AFFINERGY ,INC",RESEARCH TRIANGLE PARK,NC,UNITED STATES,4,"$2,850,727",2011
"AFRAME DIGITAL, INC.",LOVETTSVILLE,VA,UNITED STATES,1,"$147,264",2011
AG BELL ASSN FOR DEAF & HARD OF HEARING,WASHINGTON,DC,UNITED STATES,1,$100,2011
AGA KHAN UNIVERSITY,KARACHI,NA,PAKISTAN,2,"$370,535",2011
"AGENTA BIOTECHNOLOGIES, INC.",BIRMINGHAM,AL,UNITED STATES,1,"$157,069",2011
"AGILE SCIENCES, INC.",RALEIGH,NC,UNITED STATES,4,"$1,288,615",2011
"AGILTRON, INC.",NA,MA,UNITED STATES,1,"$147,753",2011
"AGILTRON, INC.",WOBURN,MA,UNITED STATES,1,"$149,939",2011
"AGIOS PHARMACEUTICALS, INC.",CAMBRIDGE,MA,UNITED STATES,1,"$33,750",2011
AGNES SCOTT COLLEGE,DECATUR,GA,UNITED STATES,5,"$1,247,469",2011
"AGRI-ANALYSIS, LLC",West Sacramento,CA,UNITED STATES,2,"$681,330",2011
"AI CURE TECHNOLOGIES, LLC",MOUNT KISCO,NY,UNITED STATES,1,"$273,165",2011
"AKINA, INC.",WEST LAFAYETTE,IN,UNITED STATES,1,"$100,001",2011
"AKONNI BIOSYSTEMS, INC.",FREDERICK,MD,UNITED STATES,3,"$1,495,613",2011
AKRON GENERAL MEDICAL CENTER,AKRON,OH,UNITED STATES,1,"$71,520",2011
"AKROTOME IMAGING, INC.",NA,CA,UNITED STATES,1,"$249,912",2011
ALABAMA STATE UNIVERSITY,MONTGOMERY,AL,UNITED STATES,1,"$220,435",2011
ALAN GUTTMACHER INSTITUTE,NEW YORK,NY,UNITED STATES,3,"$812,145",2011
"ALAN PENN AND ASSOCIATES, INC.",NA,MD,UNITED STATES,1,"$192,886",2011
ALASKA COMMUNITY ACTION ON TOXICS (ACAT),ANCHORAGE,AK,UNITED STATES,1,"$471,521",2011
ALBANY COLLEGE OF PHARMACY,ALBANY,NY,UNITED STATES,3,"$1,065,402",2011
ALBANY MEDICAL COLLEGE,ALBANY,NY,UNITED STATES,34,"$9,750,854",2011
"ALBANY MOLECULAR RESEARCH, INC.",NA,NY,UNITED STATES,1,"$9,951,608",2011
"ALBANY RESEARCH INSTITUTE, INC.",ALBANY,NY,UNITED STATES,1,"$263,877",2011
ALBANY STATE UNIVERSITY,ALBANY,GA,UNITED STATES,3,"$1,299,497",2011
"ALBA-TECHNIC, LLC",ARUNDEL,ME,UNITED STATES,1,"$536,315",2011
ALBERT B. SABIN VACCINE INSTITUTE,WASHINGTON,DC,UNITED STATES,1,"$561,750",2011
ALBERT EINSTEIN COL OF MED YESHIVA UNIV,BRONX,NY,UNITED STATES,353,"$167,197,451",2011
ALBERT EINSTEIN HEALTHCARE NETWORK,PHILADELPHIA,PA,UNITED STATES,5,"$2,173,685",2011
ALCHEM LABORATORIES CORPORATION,NA,FL,UNITED STATES,2,"$725,000",2011
"ALCOMED, INC.",LEXINGTON,KY,UNITED STATES,1,"$975,907",2011
ALCORN STATE UNIVERSITY,ALCORN STATE,MS,UNITED STATES,2,"$229,527",2011
"ALDERON BIOSCIENCES, INC.",Beaufort,NC,UNITED STATES,1,"$470,619",2011
"ALERE TOXICOLOGY SERVICES, INC.",NA,LA,UNITED STATES,1,"$321,375",2011
"ALEXANDER BIODISCOVERIES, LLC",CHARLOTTESVILLE,VA,UNITED STATES,1,"$300,000",2011
ALFRED I. DU PONT HOSP FOR CHILDREN,WILMINGTON,DE,UNITED STATES,3,"$2,634,929",2011
ALGENTA TECHNOLOGIES,Minneapolis,MN,UNITED STATES,1,"$150,000",2011
"ALGOMEDIX, INC.",MILL CREEK,WA,UNITED STATES,1,"$316,121",2011
"ALGOTEK, INC.",NA,MD,UNITED STATES,1,"$125,008",2011
ALION SCIENCE AND TECHNOLOGY CORP,NA,NC,UNITED STATES,1,"$3,922,126",2011
"ALKERMES, INC.",WALTHAM,MA,UNITED STATES,1,"$1,037,900",2011
"ALKYMOS, INC",LEXINGTON,KY,UNITED STATES,1,"$213,542",2011
ALLAN HANCOCK COLLEGE,SANTA MARIA,CA,UNITED STATES,1,"$188,998",2011
ALLEGHENY-SINGER RESEARCH INSTITUTE,PITTSBURGH,PA,UNITED STATES,6,"$1,705,516",2011
"ALLEGRO DIAGNOSTICS, INC.",Maynard,MA,UNITED STATES,1,"$828,984",2011
ALLELE BIOTECHNOLOGY AND PHARMACEUTICALS,NA,CA,UNITED STATES,1,"$200,000",2011
ALLEN INSTITUTE FOR BRAIN SCIENCE,SEATTLE,WA,UNITED STATES,3,"$969,243",2011
ALLEN INSTITUTE FOR BRAIN SCIENCE,NA,WA,UNITED STATES,1,"$4,000,000",2011
"ALLIED INNOVATIVE SYSTEMS, LLC",HILLSBOROUGH,NJ,UNITED STATES,1,"$390,262",2011
ALLINA HEALTH SYSTEM,MINNEAPOLIS,MN,UNITED STATES,1,"$617,404",2011
"ALLOSTEROS THERAPEUTICS, INC.",PALO ALTO,CA,UNITED STATES,2,"$462,087",2011
"ALLTRANZ, INC.",LEXINGTON,KY,UNITED STATES,1,"$160,500",2011
"ALLVIVO VASCULAR, INC.",LAKE FOREST,CA,UNITED STATES,1,"$999,440",2011
"ALPHA OMEGA BIOTECHNOLOGY SERVICES, LLC",NA,MD,UNITED STATES,1,"$2,374,002",2011
"ALPHACORE PHARMA, LLC",ANN ARBOR,MI,UNITED STATES,1,"$231,470",2011
"ALS BIOPHARMA, LLC",DOYLESTOWN,PA,UNITED STATES,1,"$189,000",2011
ALTARUM INSTITUTE,ANN ARBOR,MI,UNITED STATES,1,"$110,431",2011
ALTOR BIOSCIENCE CORPORATION,MIRAMAR,FL,UNITED STATES,4,"$2,504,093",2011
"ALTRAVAX, INC.",FARGO,ND,UNITED STATES,3,"$899,242",2011
ALZHEIMER'S DRUG DISCOVERY FOUNDATION,NEW YORK,NY,UNITED STATES,1,"$75,000",2011
"AM BIOTECHNOLOGIES, LLC",HOUSTON,TX,UNITED STATES,2,"$631,939",2011
"AMBERGEN, INC",WATERTOWN,MA,UNITED STATES,3,"$1,674,022",2011
"AMBION DIAGNOSTICS, INC.",AUSTIN,TX,UNITED STATES,1,"$454,107",2011
AMERICAN ACADEMY OF ADDICTION PSYCHIATRY,East Providence,RI,UNITED STATES,1,"$50,000",2011
"AMERICAN ACADEMY OF AUDIOLOGY, INC.",RESTON,VA,UNITED STATES,1,"$31,200",2011
AMERICAN ACADEMY OF ORTHOPAEDIC SURGEONS,ROSEMONT,IL,UNITED STATES,1,"$15,000",2011
AMERICAN ACADEMY OF PEDIATRICS,ELK GROVE VILLAGE,IL,UNITED STATES,2,"$555,202",2011
AMERICAN ACADEMY-CHILD/ADOLESCENT PSYCH,WASHINGTON,DC,UNITED STATES,1,"$459,943",2011
"AMERICAN AGING ASSOCIATION, INC.",CLEVELAND,OH,UNITED STATES,1,"$50,000",2011
AMERICAN ASSOCIATION FOR CANCER RESEARCH,PHILADELPHIA,PA,UNITED STATES,7,"$1,027,628",2011
AMERICAN ASSOCIATION FOR DENTAL RESEARCH,ALEXANDRIA,VA,UNITED STATES,1,"$50,000",2011
"AMERICAN CANCER SOCIETY, INC.",ATLANTA,GA,UNITED STATES,1,"$288,303",2011
AMERICAN COLLEGE OF MEDICAL GENETICS,NA,MD,UNITED STATES,1,"$3,881,351",2011
AMERICAN COLLEGE OF RADIOLOGY,RESTON,VA,UNITED STATES,4,"$26,332,153",2011
AMERICAN COLLEGE OF RHEUMATOLOGY,ATLANTA,GA,UNITED STATES,2,"$83,000",2011
AMERICAN DENTAL ASSOCIATION FOUNDATION,CHICAGO,IL,UNITED STATES,4,"$1,149,498",2011
AMERICAN INSTITUTES FOR RESEARCH,NA,DC,UNITED STATES,3,"$7,125,584",2011
AMERICAN INSTITUTES FOR RESEARCH,WASHINGTON,DC,UNITED STATES,3,"$1,372,868",2011
AMERICAN LEGACY FOUNDATION,WASHINGTON,DC,UNITED STATES,2,"$992,725",2011
AMERICAN LIFE SCIENCE PHARMACEUTICALS,SAN DIEGO,CA,UNITED STATES,0,"$58,511",2011
AMERICAN MUSEUM OF NATURAL HISTORY,NEW YORK,NY,UNITED STATES,1,"$258,676",2011
AMERICAN PAIN SOCIETY,GLENVIEW,IL,UNITED STATES,1,"$30,000",2011
AMERICAN PHYSICIANS SCIENTISTS ASSN,URBANA,IL,UNITED STATES,1,"$60,514",2011
AMERICAN PHYSIOLOGICAL SOCIETY,BETHESDA,MD,UNITED STATES,2,"$183,000",2011
AMERICAN PSYCHIATRIC FOUNDATION,ARLINGTON,VA,UNITED STATES,3,"$241,743",2011
AMERICAN PSYCHOSOCIAL ONCOLOGY SOCIETY,CHARLOTTESVILLE,VA,UNITED STATES,1,"$20,000",2011
AMERICAN PSYCHOSOMATIC SOCIETY (APS),MC LEAN,VA,UNITED STATES,1,"$18,000",2011
AMERICAN SOCIETY FOR BONE & MINERAL RES,WASHINGTON,DC,UNITED STATES,0,"$25,000",2011
AMERICAN SOCIETY FOR CELL BIOLOGY,BETHESDA,MD,UNITED STATES,1,"$875,031",2011
AMERICAN SOCIETY FOR MICROBIOLOGY,WASHINGTON,DC,UNITED STATES,6,"$371,702",2011
AMERICAN SOCIETY FOR NEUROCHEMISTRY,WINDERMERE,FL,UNITED STATES,1,"$20,000",2011
AMERICAN SOCIETY OF ADDICTION MEDICINE,CHEVY CHASE,MD,UNITED STATES,2,"$49,600",2011
AMERICAN SOCIETY OF ANDROLOGY,SCHAUMBURG,IL,UNITED STATES,1,"$16,000",2011
AMERICAN SOCIETY OF HEMATOLOGY,WASHINGTON,DC,UNITED STATES,1,"$31,350",2011
AMERICAN SOCIETY OF HUMAN GENETICS,BETHESDA,MD,UNITED STATES,1,"$128,000",2011
"AMERICAN SOCIETY OF NEPHROLOGY, INC.",WASHINGTON,DC,UNITED STATES,2,"$22,500",2011
AMERICAN SOCIETY/GRAVITAT/SPACE BIOLOGY,Bristow,VA,UNITED STATES,1,"$10,000",2011
AMERICAN SOCIETY/INVESTIGATIVE PATHOLOGY,BETHESDA,MD,UNITED STATES,1,"$5,000",2011
AMERICAN SOCIETY/PARENT & ENTERAL NUTRIT,SILVER SPRING,MD,UNITED STATES,1,"$22,000",2011
AMERICAN SPEECH-LANGUAGE-HEARING ASSN,ROCKVILLE,MD,UNITED STATES,2,"$59,364",2011
"AMERICAN STEM CELL, INC.",CARLSBAD,CA,UNITED STATES,2,"$638,488",2011
AMERICAN TYPE CULTURE COLLECTION,NA,VA,UNITED STATES,5,"$13,500,000",2011
AMERICAN UNIVERSITY,WASHINGTON,DC,UNITED STATES,4,"$1,744,762",2011
AMERICAN UNIVERSITY OF BEIRUT,BEIRUT,NA,LEBANON,1,"$143,307",2011
AMERICAN UROLOGICAL ASSOCIATION,LINTHICUM,MD,UNITED STATES,2,"$22,500",2011
AMHERST COLLEGE,AMHERST,MA,UNITED STATES,1,"$450,012",2011
"AMPLYX PHARMACEUTICALS, INC.",San Diego,CA,UNITED STATES,1,"$300,000",2011
AMYOTROPIC LATERAL SCLEROSIS ASSOCIATION,CALABASAS HILLS,CA,UNITED STATES,1,"$10,000",2011
ANDROSCIENCE CORPORATION,SAN DIEGO,CA,UNITED STATES,1,"$862,195",2011
ANGION BIOMEDICA CORPORATION,GARDEN CITY,NY,UNITED STATES,5,"$4,012,311",2011
"ANTAGEN BIOSCIENCES, INC.",NA,MA,UNITED STATES,1,"$150,000",2011
"ANTEX BIOLOGICS, INC.",NA,MD,UNITED STATES,2,"$3,771,101",2011
"ANTICANCER, INC.",SAN DIEGO,CA,UNITED STATES,1,"$386,199",2011
ANXIETY DISORDERS ASSOCIATION OF AMERICA,SILVER SPRING,MD,UNITED STATES,1,"$49,655",2011
"APEX BIOMEDICAL COMPANY, LLC",PORTLAND,OR,UNITED STATES,1,"$144,932",2011
APHIOS CORPORATION,NA,MA,UNITED STATES,2,"$243,888",2011
APHIOS CORPORATION,WOBURN,MA,UNITED STATES,1,"$1,202,600",2011
"APOCELL, INC.",NA,TX,UNITED STATES,1,"$198,812",2011
APOGEE BIOTECHNOLOGY CORPORATION,Hummelstown,PA,UNITED STATES,1,"$300,000",2011
"APOVAX, INC.",LOUISVILLE,KY,UNITED STATES,1,"$447,000",2011
APPALACHIAN STATE UNIVERSITY,BOONE,NC,UNITED STATES,1,"$395,561",2011
"APPLIED BEHAVIORAL RESEARCH, LLC",New Haven,CT,UNITED STATES,2,"$605,709",2011
"APT THERAPEUTICS, INC.",SAINT LOUIS,MO,UNITED STATES,1,"$593,629",2011
"APTAKON, INC.",NA,MO,UNITED STATES,1,"$149,993",2011
"AQUALUNG THERAPEUTICS, CORP",CHICAGO,IL,UNITED STATES,1,"$320,967",2011
"AQUAMOST, INC.",MADISON,WI,UNITED STATES,1,"$625,699",2011
"AQUEDUCT NEUROSCIENCES, INC.",SEATTLE,WA,UNITED STATES,1,"$351,564",2011
"AQUILENT, INC.",NA,MD,UNITED STATES,1,"$400,000",2011
"AQUILUS PHARMACEUTICALS, INC.",WINCHESTER,MA,UNITED STATES,1,"$250,000",2011
"ARATOME, LLC",MENLO PARK,CA,UNITED STATES,1,"$334,268",2011
"ARAVASC, INC.",NA,CA,UNITED STATES,1,"$20,000",2011
ARBOR RESEARCH COLLABORATIVE FOR HEALTH,ANN ARBOR,MI,UNITED STATES,2,"$362,473",2011
"ARBOR ULTRASOUND TECHNOLOGIES, LLC",YPSILANTI,MI,UNITED STATES,1,"$101,323",2011
ARBOR VITA CORPORATION,FREMONT,CA,UNITED STATES,1,"$338,612",2011
"ARCADIA BIOSCIENCES, INC.",PHOENIX,AZ,UNITED STATES,2,"$629,887",2011
"ARCHER PHARMACEUTICALS, INC.",SARASOTA,FL,UNITED STATES,1,"$150,000",2011
"ARCHIEMD, INC.",Boca Raton,FL,UNITED STATES,1,"$490,980",2011
ARDANE THERAPEUTICS,PROVIDENCE,RI,UNITED STATES,1,"$352,596",2011
"ARETECH, LLC",ASHBURN,VA,UNITED STATES,1,"$407,491",2011
"ARGOS THERAPEUTICS, INC.",NA,NC,UNITED STATES,1,"$6,027,830",2011
"ARIDIS PHARMACEUTICALS, LLC",SAN JOSE,CA,UNITED STATES,1,"$922,387",2011
ARIETIS,BOSTON,MA,UNITED STATES,2,"$1,299,155",2011
"ARISAN THERAPEUTICS, INC.",SAN DIEGO,CA,UNITED STATES,2,"$458,385",2011
"ARISAPH PHARMACEUTICALS, INC.",BOSTON,MA,UNITED STATES,1,"$245,638",2011
ARIZONA SCIENCE CENTER,PHOENIX,AZ,UNITED STATES,1,"$234,378",2011
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,TEMPE,AZ,UNITED STATES,124,"$48,299,228",2011
ARKANSAS CHILDREN'S HOSPITAL RES INST,NA,AR,UNITED STATES,1,"$2,898,622",2011
ARKANSAS CHILDREN'S HOSPITAL RES INST,LITTLE ROCK,AR,UNITED STATES,14,"$4,034,052",2011
"ARMAGEN TECHNOLOGIES, INC.",SANTA MONICA,CA,UNITED STATES,4,"$1,573,699",2011
"ARONORA, LLC",PORTLAND,OR,UNITED STATES,2,"$1,782,390",2011
"ARRAYOMICS, INC.",SAN DIEGO,CA,UNITED STATES,1,"$631,188",2011
"ARSERVICES, LTD",NA,VA,UNITED STATES,1,"$585,977",2011
"ARTA BIOSCIENCE, INC.",NA,MO,UNITED STATES,1,"$200,000",2011
"ARTANN LABORATORIES, INC.",TRENTON,NJ,UNITED STATES,3,"$1,918,445",2011
"ARTERIOCYTE, INC.",CLEVELAND,OH,UNITED STATES,2,"$806,828",2011
"ARTIFICIAL CELL TECHNOLOGIES, INC.",NEW HAVEN,CT,UNITED STATES,2,"$600,000",2011
"ARTIFICIAL INTELLIGENCE IN MEDICINE, INC",NA,ON,CANADA,1,"$864,716",2011
"ASH STEVENS, INC.",NA,MI,UNITED STATES,3,"$653,454",2011
"ASHWIN-USHAS CORPORATION, INC.",Holmdel,NJ,UNITED STATES,1,"$134,082",2011
ASOCIACION CIVIL IMPACTA SALUD Y EDUCACN,LIMA,NA,PERU,1,"$2,280,954",2011
"ASPYRIAN THERAPEUTICS, INC.",DEL MAR,CA,UNITED STATES,2,"$834,104",2011
ASSN/MEDICAL EDUC & RES IN SUBS ABUSE,Cranston,RI,UNITED STATES,1,"$34,500",2011
ASSOCIATION FOR CHEMORECEPTION SCIENCES,MINNEAPOLIS,MN,UNITED STATES,1,"$40,000",2011
ASSOCIATION FOR RES IN VISION & OPHTHAL,ROCKVILLE,MD,UNITED STATES,1,"$103,786",2011
ASSOCIATION OF AMERICAN GEOGRAPHERS,WASHINGTON,DC,UNITED STATES,1,"$48,700",2011
